,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Row23,4.4143e-05,24300.0,1608.8,26.611,0.06582,0.98255,1.0725,4.3353e-05,4.7422e-05,23890.0,26001.0,232.75,363.19,0.56175,1301100000.0,6107300.0,15.019,0.00046442,-0.00046426,0.13575,0.0020999,24223.0,308.77,96641.0,-0.0079661,363.19,-0.029325999999999998,0.012742,0.020528,0.9462799999999999,0.99456,0.0010616,6.957800000000001e-09,6.7237e-12,2.6215999999999996e-07,7.132999999999998e-24,-1.9171000000000001e-16,-8.5738e-24,1.0
Row24,4.1815e-05,25712.0,1431.9,23.53,0.058711,0.9817,1.0747,4.1054e-05,4.4921000000000006e-05,25244.0,27620.0,257.32,378.67,0.57628,1464500000.0,6644200.0,15.255,0.00048210000000000006,-0.00048192,0.13512000000000002,0.0018528,25496.0,317.02,101920.0,-0.008212299999999999,378.67,-0.028929000000000003,0.013722999999999999,0.021388,0.94555,0.9943299999999999,0.0010388,7.8451e-09,2.4558000000000003e-11,2.4404e-07,-1.8877000000000002e-22,1.0105e-15,-5.7093e-23,1.0
Row25,4.0876999999999995e-05,25179.0,469.53,12.460999999999999,0.019385,0.97921,1.0832,4.0019000000000004e-05,4.4312e-05,24664.0,27242.0,53.756,242.23,0.30741999999999997,1639700000.0,7031000.0,12.31,0.0012203,-0.0012192,0.15435,0.0041775,25058.0,315.59,100060.0,-0.013900999999999998,242.23,-0.035873,0.02121,0.033371,0.9552799999999999,0.99635,0.0010445,8.262e-10,1.7048e-12,2.7326e-07,-2.4511999999999998e-21,-1.7010000000000002e-15,-1.9467e-22,1.0
Row26,4.3533000000000005e-05,23910.0,544.04,13.038,0.022207,0.98324,1.0749,4.2781e-05,4.6892e-05,23525.0,25629.0,107.05,244.38,0.4671,1393000000.0,6302000.0,12.529000000000002,0.0010205,-0.0010198,0.14784,0.0031891,23787.0,307.32,95123.0,-0.011498,244.38,-0.035082999999999996,0.020595,0.031116,0.9544600000000001,0.99631,0.0010620999999999998,9.289e-09,4.9954e-13,3.3961e-07,4.2018000000000004e-22,-2.0616e-15,1.5666999999999997e-23,1.0
Row27,4.4958e-05,23127.0,311.07,7.5899,0.012871,0.97835,1.0866,4.3985e-05,4.8848000000000004e-05,22634.0,25095.0,63.107,310.81,0.28881999999999997,1343900000.0,6106000.0,13.833,0.0013749,-0.0013736,0.14407,0.0047847,23158.0,302.85,92287.0,-0.012287000000000001,310.81,-0.032906,0.037016,0.040997000000000006,0.9502200000000001,0.9953299999999999,0.0010923,1.1751e-08,1.1142e-12,2.5872e-07,2.5750999999999997e-21,6.298999999999999e-16,3.6206e-22,1.0
Row28,2.748e-05,38629.0,579.19,9.0786,0.023506,0.9854700000000001,1.0637,2.7107e-05,2.9103000000000002e-05,38028.0,41291.0,376.13,307.79,0.7097,3302000000.0,12319000.0,13.764000000000001,0.00074565,-0.00074528,0.14163,0.0025896,38569.0,389.79,153760.0,-0.0072483,307.79,-0.032456,0.034275,0.032197,0.9504600000000001,0.9953700000000001,0.00083846,5.0236e-10,1.6421e-11,1.8445999999999997e-07,1.9449000000000002e-23,7.9922e-17,-3.9322e-23,1.0
Row29,2.7947e-05,37967.0,538.51,8.3282,0.022119,0.9809399999999999,1.0802,2.7451e-05,3.0030999999999998e-05,37200.0,41192.0,349.16,369.61,0.65409,3232500000.0,12088000.0,15.048,0.00076215,-0.00076176,0.14029,0.0022873,38232.0,387.76,152130.0,-0.0069483999999999995,369.61,-0.0293,0.0367,0.032928,0.94624,0.9944700000000001,0.00086499,4.4825999999999994e-08,1.5131e-11,1.1005999999999998e-07,-1.4283000000000002e-22,1.8129000000000003e-15,2.6778e-24,1.0
Row30,3.3531e-05,32312.0,428.71,6.7419,0.017266,0.98845,1.0487,3.3160999999999996e-05,3.5105e-05,31936.0,33882.0,335.34,336.3,0.6724399999999999,2348900000.0,9540300.0,14.31,0.00091991,-0.00091936,0.13652,0.00358,32307.0,358.69,130340.0,-0.0074340000000000005,336.3,-0.031869999999999996,0.043114,0.036571,0.94868,0.9949600000000001,0.00091096,5.337000000000001e-08,1.9507000000000002e-11,1.5732e-07,-1.5781e-22,1.0126000000000001e-14,8.7752e-22,1.0
Row31,4.9906000000000006e-05,21596.0,191.2,4.3135,0.0077734,0.9848600000000001,1.0606,4.912e-05,5.304899999999999e-05,21292.0,22814.0,117.32,485.12,0.32633,1092200000.0,5276500.0,17.338,0.001761,-0.0017591999999999998,0.1271,0.004104,21655.0,291.12,85710.0,-0.010102,485.12,-0.025992,0.05906,0.050318,0.9388,0.99275,0.0011685999999999999,4.7766e-08,7.7343e-12,4.4415e-07,-3.2371e-20,3.2008e-14,-5.7219e-21,1.0
Row32,5.2521999999999996e-05,21378.0,473.81,7.5728,0.01916,0.9869899999999999,1.052,5.1838999999999996e-05,5.5256999999999996e-05,21099.0,22494.0,232.06,623.11,0.42699,990090000.0,4998100.0,19.463,0.00080756,-0.00080712,0.11341,0.0032051000000000002,21267.0,288.19,84607.0,-0.0079212,623.11,-0.023377000000000002,0.036131,0.033513999999999995,0.93216,0.99079,0.0011547,3.194e-08,8.0465e-12,3.1168000000000005e-07,-6.7735e-21,2.5045e-14,2.1058e-21,1.0
Row33,4.8667e-05,22042.0,294.26,5.9736,0.011973000000000001,0.98456,1.0654,4.79e-05,5.1918e-05,21716.0,23416.0,112.33,478.32,0.31961999999999996,1151300000.0,5509600.0,17.112000000000002,0.001263,-0.0012619999999999999,0.12825,0.0034692,22107.0,294.71,87788.0,-0.010029999999999999,478.32,-0.026479000000000003,0.044061,0.041625999999999996,0.9395700000000001,0.99287,0.0011857,1.6741e-07,4.9079e-11,1.8721e-07,-2.3001e-21,5.9562e-15,1.0602e-20,1.0
Row34,5.5352e-05,19323.0,847.17,16.605999999999998,0.03501,0.9787799999999999,1.0874,5.4168999999999996e-05,6.0243e-05,18923.0,20963.0,162.62,322.3,0.50237,839250000.0,4360800.0,14.182,0.00068389,-0.00068355,0.14368,0.002274,19299.0,275.14,76680.0,-0.0097541,322.3,-0.030862999999999998,0.017803,0.025961,0.9490200000000001,0.99516,0.0012547,1.6609000000000003e-07,7.5861e-12,1.8086e-07,-1.0612e-23,1.1109000000000002e-15,9.411599999999999e-24,1.0
Row35,4.5098999999999996e-05,24024.0,1185.9,18.407,0.048389,0.98362,1.0664,4.4373000000000004e-05,4.8033999999999994e-05,23627.0,25634.0,280.12,354.01,0.6128100000000001,1244700000.0,5969200.0,14.987,0.00047661,-0.00047645,0.13279000000000002,0.0014377,24176.0,307.88,96268.0,-0.0073141000000000005,354.01,-0.029352,0.016978,0.022583000000000002,0.9463,0.99469,0.0010234999999999999,2.0364e-08,9.950799999999998e-13,3.1428000000000003e-07,-5.4253e-26,-1.2088e-17,3.814e-26,1.0
Row36,3.8845e-05,26694.0,717.91,16.05,0.029248000000000003,0.98413,1.0665,3.824e-05,4.1382e-05,26268.0,28473.0,83.76799999999999,278.79,0.37566,1827100000.0,7677700.0,13.312999999999999,0.00085969,-0.00085918,0.14189000000000002,0.0034495,26936.0,326.36,107130.0,-0.0119,278.79,-0.033123,0.017001,0.027374000000000002,0.95185,0.9958,0.0010019,2.2319e-08,5.3470000000000005e-12,2.3287e-07,-4.5532999999999997e-23,5.2942e-17,-2.2369e-25,1.0
Row37,5.0292e-05,22120.0,1126.3,16.346,0.045663999999999996,0.98601,1.0569,4.9622e-05,5.3023000000000004e-05,21807.0,23390.0,221.85,608.2,0.42181,1067200000.0,5277300.0,19.598,0.00044352,-0.00044338,0.11281,0.0017494,22053.0,293.35,87555.0,-0.0074804,608.2,-0.022616999999999998,0.017248,0.022098,0.9315100000000001,0.99097,0.0011324999999999998,3.3132999999999996e-08,4.7575e-12,2.4775e-07,9.238799999999999e-23,2.5019000000000003e-15,-1.9684999999999998e-23,1.0
Row38,4.9392e-05,22418.0,823.96,12.276,0.033525,0.9846600000000001,1.0626,4.8682e-05,5.232e-05,22058.0,23881.0,296.63,444.12,0.57196,1052100000.0,5270700.0,16.564,0.00056725,-0.00056702,0.12625999999999998,0.0023951999999999997,22280.0,295.41,88900.0,-0.0071797,444.12,-0.026836000000000002,0.024234000000000002,0.026697000000000002,0.94127,0.9933700000000001,0.0011543,7.2485e-08,1.4186e-11,2.0758000000000004e-07,2.9648000000000003e-21,1.0720999999999999e-14,-1.1178e-21,1.0
Row39,4.3184e-05,24922.0,873.2,13.949000000000002,0.035488,0.98506,1.0622,4.251e-05,4.5991999999999996e-05,24573.0,26376.0,239.85,396.8,0.54752,1360200000.0,6317600.0,15.811,0.00057425,-0.00057402,0.12835,0.0022624000000000003,24714.0,312.1,98767.0,-0.007866,396.8,-0.027971,0.021499,0.025852999999999998,0.94363,0.99406,0.0010688,4.6814e-08,2.5094000000000003e-11,1.9102e-07,9.6814e-24,-2.0763e-17,1.3958e-23,1.0
Row40,5.4797e-05,20577.0,396.54,6.2981,0.016288999999999998,0.9809100000000001,1.0817,5.3879e-05,5.8708999999999996e-05,20110.0,22568.0,361.11,614.74,0.54032,902860000.0,4701200.0,18.777,0.00089881,-0.0008982999999999999,0.12322999999999999,0.0037688,20828.0,283.43,82397.0,-0.007711399999999999,614.74,-0.024571,0.044701,0.036647000000000006,0.9346200000000001,0.9910100000000001,0.0012064,1.3197e-07,1.5669999999999999e-10,1.968e-07,-2.9758000000000003e-21,-1.3758000000000001e-14,1.2214e-21,1.0
Row41,6.7066e-05,16434.0,438.76,8.1301,0.017715,0.9875799999999999,1.0497,6.6283e-05,7.0195e-05,16225.0,17272.0,128.92,505.92,0.33762,607480000.0,3422200.0,17.605999999999998,0.00095293,-0.00095232,0.11762,0.0034823000000000002,16385.0,253.03,65053.0,-0.009844499999999999,505.92,-0.026010000000000002,0.034434,0.035209,0.9379700000000001,0.9924799999999999,0.0013800000000000002,2.0157e-07,1.3245e-10,3.6306999999999993e-07,3.2291e-21,5.5199e-14,8.1441e-21,1.0
Row42,6.858399999999999e-05,16096.0,476.34,8.6734,0.019316,0.9859,1.0586,6.7653e-05,7.25e-05,15869.0,17032.0,153.56,431.95,0.41557,567400000.0,3274900.0,16.405,0.00083886,-0.0008384,0.12593,0.0031796999999999997,16028.0,250.38,63742.0,-0.0090357,431.95,-0.027228,0.030518,0.032583,0.94175,0.99354,0.0014344000000000002,2.7149999999999996e-07,1.5886e-10,3.2585e-07,8.041600000000001e-20,1.5521e-13,-3.0668000000000004e-21,1.0
Row43,2.8076e-05,37923.0,203.86,3.5349,0.0081738,0.9900700000000001,1.0397,2.782e-05,2.9103000000000002e-05,37524.0,39516.0,115.43,850.2,0.21361,3547600000.0,12680000.0,22.99,0.0015554,-0.0015539999999999998,0.09896,0.0052151,38040.0,387.23,151270.0,-0.0089652,850.2,-0.020485,0.074988,0.050187,0.92119,0.98751,0.00084733,1.5147999999999998e-08,2.8171e-12,1.4991e-07,-4.0906000000000005e-22,3.7315e-15,1.6684e-22,3.0
Row44,2.8647e-05,37597.0,237.17,4.2649,0.009570299999999999,0.9877,1.0492,2.8294e-05,3.0061999999999998e-05,37141.0,39422.0,129.38,927.41,0.21833000000000002,3450400000.0,12459000.0,24.372,0.0013954,-0.0013943,0.09539500000000001,0.0033003,37622.0,384.6,149370.0,-0.0088822,927.41,-0.019583,0.059937,0.046187,0.9167299999999999,0.98644,0.00087071,2.7938000000000002e-08,2.2808e-12,1.3111e-07,3.1357e-22,5.4916e-15,1.3324000000000002e-22,3.0
Row45,2.9398000000000002e-05,37024.0,226.59,3.9608,0.0090625,0.9909,1.0413,2.9105e-05,3.071e-05,36710.0,38447.0,251.48,904.55,0.35762,3170800000.0,11807000.0,23.938000000000002,0.0015006,-0.0014993,0.09487999999999999,0.0046784,36641.0,380.17,146440.0,-0.008136,904.55,-0.019554,0.072099,0.049102,0.9181600000000001,0.9867299999999999,0.00091494,5.0083e-08,2.5181999999999998e-11,1.8555e-07,1.3794e-21,2.5889999999999997e-14,1.885e-21,3.0
Row46,3.2612e-05,33589.0,630.68,9.3044,0.027108999999999998,0.9604600000000001,2.0197,3.1695999999999996e-05,4.944e-05,31601.0,97963.0,1032.0,358.79,0.85236,2492400000.0,10312000.0,13.13,0.010873,-0.01038,0.23455,0.10167000000000001,36902.0,378.74,147940.0,-0.014886000000000002,358.79,-0.039864,0.35516,0.13885999999999998,0.95345,0.99471,0.00088449,1.0933e-07,2.1509e-11,2.5296e-07,3.6178000000000007e-23,1.5135e-14,4.478100000000001e-22,3.0
Row47,3.0068e-05,37043.0,925.4,10.363,0.03835,0.9776600000000001,1.095,2.9417e-05,3.2809000000000004e-05,36180.0,40749.0,785.63,316.4,0.83249,2656300000.0,10840000.0,13.665,0.00048921,-0.00048903,0.15334,0.0023261999999999996,37439.0,381.69,149150.0,-0.0048893,316.4,-0.032414,0.035302999999999994,0.027387,0.95094,0.99526,0.00085377,4.0585e-08,5.6019e-12,1.2203e-07,7.2498e-23,2.611e-15,3.0679e-23,3.0
Row48,3.7935e-05,30039.0,854.32,10.152999999999999,0.035068,0.98125,1.08,3.7186999999999995e-05,4.1123e-05,29505.0,32306.0,821.02,246.96,0.8695,1664300000.0,7700900.0,12.332,0.00053187,-0.00053169,0.15579,0.0017099,30135.0,341.39,120080.0,-0.0053415,246.96,-0.035503,0.03517,0.02841,0.95525,0.9962799999999999,0.0009582000000000001,1.0487000000000001e-09,9.290399999999999e-11,2.1903000000000002e-07,1.0305999999999999e-22,5.6667e-16,-4.2353e-22,3.0
Row49,2.4602e-05,42607.0,334.9,5.9288,0.013896,0.9771200000000001,1.0978,2.4016999999999997e-05,2.7083e-05,41662.0,46667.0,371.2,201.94,0.7878,4024500000.0,14310000.0,11.284,0.0012012000000000001,-0.0012002,0.16469,0.0044085,42773.0,410.31,170040.0,-0.0074748,201.94,-0.038855,0.053591999999999994,0.042686,0.95875,0.99695,0.00080323,3.7544e-08,2.5155e-12,2.4629e-07,7.4008000000000005e-25,-6.9281e-16,-3.131e-24,3.0
Row50,2.2778e-05,46118.0,303.44,5.3834,0.01248,0.9805,1.0815,2.2369000000000002e-05,2.4480999999999998e-05,45167.0,50108.0,405.2,205.98,0.79966,4895200000.0,16564000.0,11.450999999999999,0.0013152,-0.0013141,0.15987,0.0041253999999999996,46803.0,428.89,185780.0,-0.0082166,205.98,-0.038560000000000004,0.058773,0.044933999999999995,0.95816,0.9968899999999999,0.00078873,5.4939e-08,1.8390999999999996e-11,2.1420999999999998e-07,8.332100000000001e-22,4.5559e-15,8.925000000000001e-23,3.0
Row51,1.9536e-05,51980.0,291.61,7.5838,0.012217,0.97336,1.1102,1.9018e-05,2.1673e-05,50595.0,57731.0,121.33,118.29,0.6723399999999999,7171100000.0,21360000.0,8.6491,0.0017441,-0.0017420000000000003,0.19079000000000002,0.005848,52377.0,456.82,209300.0,-0.012661,118.29,-0.050055,0.041955,0.046492,0.9679,0.99821,0.0007112,9.777e-09,2.5061e-12,1.3935000000000001e-07,1.9831999999999999e-22,7.620000000000001e-16,-1.2944e-23,3.0
Row52,3.2715e-05,31576.0,412.76,9.5186,0.016943,0.98125,1.0802,3.2113e-05,3.5274e-05,30975.0,34154.0,92.536,297.02,0.38392,2520900000.0,9780000.0,13.675999999999998,0.0011148,-0.001114,0.14545,0.0036079000000000003,31533.0,353.63,125730.0,-0.011859999999999999,297.02,-0.03193,0.027104000000000003,0.034746,0.9506700000000001,0.9955299999999999,0.0009423999999999999,2.0245999999999998e-08,1.9774000000000002e-11,2.3761e-07,-4.5369e-21,-6.405299999999999e-15,1.7512e-23,3.0
Row53,3.3796999999999995e-05,30663.0,399.76,8.6407,0.016465,0.9797299999999999,1.0838,3.3097e-05,3.6698e-05,30064.0,33133.0,111.78,289.2,0.43604,2310600000.0,9183100.0,13.504000000000001,0.0011103,-0.0011094000000000002,0.1465,0.0037106,30487.0,347.48,121490.0,-0.010927,289.2,-0.032649,0.032438,0.036662,0.95124,0.99565,0.00095545,2.6164000000000002e-08,3.8702e-13,1.9973e-07,3.2145e-21,4.5595e-15,-1.7506e-22,3.0
